,Product Position,Promotion,Sales Volume,Name,Price,Terms,Section,Season,Material,Origin,revenue
19069,Aisle,True,1005,BELTED MOCK NECK WOOL AND SILK BLEND KNIT TOP GREY,1005.0,jackets,WOMAN,Winter,Wool Blend,Bangladesh,1010025.0
19070,Front of Store,True,1224,REGULAR MOC-TOE SUEDE BOOTS BEIGE,1224.0,sweaters,MAN,Autumn,Cotton,Brazil,1498176.0
19071,Front of Store,True,1703,HIGH-WAIST FINE KNIT SWEATER BROWN,1703.0,t-shirts,WOMAN,Summer,Linen,India,2900209.0
19072,Aisle,True,862,BASIC PUFFER JACKET BLACK,862.0,jackets,MAN,Winter,Wool Blend,China,743044.0
19073,Front of Store,True,1651,LINEN SUIT JACKET BEIGE,1651.0,t-shirts,WOMAN,Spring,Cotton,Cambodia,2725801.0
19074,Aisle,True,866,POCKET OVERSHIRT GREY #4,866.0,jackets,MAN,Spring,Linen Blend,Portugal,749956.0
19075,Aisle,True,755,TAILORED PURL KNIT SWEATER WHITE,755.0,sweaters,MAN,Autumn,Wool Blend,Vietnam,570025.0
19076,End-cap,True,1405,UTILITY BASIC FOIL KNIT SWEATER BROWN,1405.0,shoes,MAN,Autumn,Wool Blend,China,1974025.0
19077,Front of Store,True,960,KNIT HOODED DENIM JACKET BLACK,960.0,t-shirts,WOMAN,Autumn,Wool,Bangladesh,921600.0
19078,Aisle,True,992,PLEATED KNIT SWEATER WITH RIPS ECRU,992.0,jackets,WOMAN,Winter,Polyester,China,984064.0
19079,Aisle,True,861,STRETCH ZIPPERED JACKET SKY BLUE,861.0,jackets,WOMAN,Spring,Cotton,Vietnam,741321.0
19080,Aisle,True,835,OVERSIZED PLAID OVERSHIRT TAUPE,835.0,jeans,WOMAN,Spring,Linen,Turkey,697225.0
19081,End-cap,True,1034,REGULAR TEXTURED WEAVE OVERSHIRT NAVY,1034.0,shoes,WOMAN,Winter,Polyester,China,1069156.0
19082,Front of Store,True,821,JEWEL KNIT SWEATER BLACK,821.0,jackets,WOMAN,Autumn,Acrylic,Bangladesh,674041.0
19083,Front of Store,True,1352,LINEN LEATHER BIKER JACKET SKY BLUE,1352.0,shoes,WOMAN,Summer,Cotton,India,1827904.0
19084,End-cap,True,1683,RIBBED HOODED KNIT CARDIGAN BEIGE,1683.0,shoes,WOMAN,Winter,Wool Blend,Spain,2832489.0
19085,Front of Store,True,1395,STRUCTURED TEXT T-SHIRT WHITE #3,1395.0,shoes,MAN,Summer,Linen,China,1946025.0
19086,Front of Store,True,961,CROPPED SUEDE FISHERMAN SANDALS ECRU,961.0,jackets,WOMAN,Summer,Wool,Vietnam,923521.0
19087,Front of Store,True,1591,100% FEATHER FILL PUFFER JACKET #4,1591.0,t-shirts,WOMAN,Winter,Wool Blend,Turkey,2531281.0
19088,End-cap,True,744,TEXTURED STRETCH SUIT JACKET SAND,744.0,jackets,MAN,Spring,Cotton,Bangladesh,553536.0
19089,End-cap,True,1701,KNIT FLARED FIT CARGO JEANS IVORY,1701.0,jackets,WOMAN,Winter,Wool,China,2893401.0
19090,End-cap,True,1293,TEXTURED BAGGY BELTED JEANS SAND,1293.0,jackets,WOMAN,Autumn,Cotton,Bangladesh,1671849.0
19091,End-cap,True,934,QUILTED KNIT SWEATER WITH BUTTONS CHARCOAL,934.0,jackets,WOMAN,Autumn,Wool,China,872356.0
19092,End-cap,True,1543,RIBBED GEOMETRIC JACQUARD OVERSHIRT OLIVE,1543.0,jackets,WOMAN,Winter,Cotton,Spain,2380849.0
19093,Aisle,True,944,LINEN CONTRAST TOPSTITCHING CROP KNIT SWEATER ECRU,944.0,sweaters,WOMAN,Summer,Cotton,China,891136.0
19094,Front of Store,True,802,SLIM RETRO RUNNING SNEAKERS CHARCOAL,802.0,jackets,WOMAN,Spring,Polyester,Morocco,643204.0
19095,Aisle,True,813,RIB COLLAR JACKET BROWN,813.0,t-shirts,WOMAN,Spring,Linen,Argentina,660969.0
19096,Front of Store,True,955,RELAXED FINE KNIT SWEATER ECRU,955.0,sweaters,WOMAN,Winter,Wool Blend,China,912025.0
19097,Front of Store,True,1100,PLEATED CHUNKY SOLE HIGH TOP SNEAKERS NAVY,1100.0,jackets,MAN,Spring,Linen,Spain,1210000.0
19098,End-cap,True,1657,RELAXED CONTRASTING PATCHES HOODED JACKET SAND,1657.0,jackets,WOMAN,Autumn,Viscose,Cambodia,2745649.0
19099,Front of Store,True,1358,RELAXED OVERSHIRT WITH CONTRASTING TOPSTITCHING WHITE,1358.0,t-shirts,MAN,Winter,Viscose,Bangladesh,1844164.0
19100,Aisle,True,1425,TEXTURED GEOMETRIC JACQUARD OVERSHIRT STONE,1425.0,sweaters,WOMAN,Autumn,Wool,China,2030625.0
19101,End-cap,True,862,RELAXED BOXY FIT DENIM JACKET NAVY,862.0,jackets,WOMAN,Spring,Linen,China,743044.0
19102,Aisle,True,811,SLIM CONTRAST SOLE LEATHER SNEAKERS TAUPE,811.0,jackets,WOMAN,Spring,Wool Blend,Bangladesh,657721.0
19103,End-cap,True,1335,PLEATED TEXTURED POCKET JACKET BROWN,1335.0,shoes,MAN,Spring,Linen,India,1782225.0
19104,End-cap,True,695,TEXTURED POCKET OVERSHIRT BURGUNDY,695.0,shoes,MAN,Autumn,Cotton,Bangladesh,483025.0
19105,Front of Store,True,935,KNIT FAUX SUEDE PATCH JACKET BURGUNDY,935.0,jackets,MAN,Winter,Wool Blend,Vietnam,874225.0
19106,End-cap,True,1414,KNIT EMBROIDERED PATCH JACKET IVORY,1414.0,t-shirts,WOMAN,Winter,Wool Blend,China,1999396.0
19107,End-cap,True,1460,HIGH COLLAR KNIT SWEATER #3,1460.0,jackets,WOMAN,Autumn,Polyester,China,2131600.0
19108,End-cap,True,1153,UTILITY RIPPED STRAIGHT FIT JEANS BLACK,1153.0,jackets,WOMAN,Autumn,Cotton,China,1329409.0
19109,Aisle,True,1276,CROPPED ASYMMETRICAL WOOL AND SILK BLEND SWEATER NAVY,1276.0,sweaters,WOMAN,Autumn,Wool,Turkey,1628176.0
19110,End-cap,True,907,TEXTURED FAUX LEATHER PUFFER JACKET,907.0,t-shirts,MAN,Winter,Wool Blend,Turkey,822649.0
19111,End-cap,True,1375,HOODED QUILTED JACKET KHAKI,1375.0,jackets,MAN,Winter,Wool Blend,Morocco,1890625.0
19112,Front of Store,True,1402,SATIN COTTON OVERSHIRT OLIVE,1402.0,jackets,WOMAN,Autumn,Satin,Bangladesh,1965604.0
19113,Aisle,True,806,TASSEL LEATHER LOAFERS,806.0,t-shirts,MAN,Spring,Polyester,India,649636.0
19114,End-cap,True,763,TEXTURED POCKET OVERSHIRT ECRU,763.0,t-shirts,WOMAN,Winter,Viscose,China,582169.0
19115,Aisle,True,904,QUILTED PLAID OVERSHIRT WHITE,904.0,jackets,WOMAN,Spring,Cotton,Portugal,817216.0
19116,Front of Store,True,886,KNIT PEARL SWEATER KHAKI #3,886.0,jackets,MAN,Summer,Wool,Morocco,784996.0
19117,Aisle,True,762,STRUCTURED ZIPPER MULTIPIECE SNEAKERS TAUPE,762.0,jackets,MAN,Winter,Acrylic,Bangladesh,580644.0
19118,Front of Store,True,876,TEXTURED COLORBLOCK KNIT CROP SWEATER STONE,876.0,jackets,WOMAN,Winter,Wool,Bangladesh,767376.0
19119,Aisle,True,930,STRUCTURED FAUX LEATHER PUFFER JACKET WHITE,930.0,t-shirts,WOMAN,Winter,Wool,Vietnam,864900.0
19120,End-cap,True,1171,TAILORED LIGHTWEIGHT BOMBER JACKET BEIGE,1171.0,jackets,MAN,Autumn,Polyester,Brazil,1371241.0
19121,Aisle,True,1335,BELTED SUIT JACKET IVORY,1335.0,jackets,WOMAN,Autumn,Polyester,Bangladesh,1782225.0
19122,End-cap,True,828,CROPPED OVERSHIRT WHITE,828.0,sweaters,WOMAN,Spring,Cotton,China,685584.0
19123,Aisle,True,898,SLIM KNIT SWEATER WITH PEARLS BEIGE,898.0,jackets,WOMAN,Spring,Cotton,Bangladesh,806404.0
19124,End-cap,True,945,BOXY FIT DENIM JACKET KHAKI,945.0,jackets,WOMAN,Spring,Linen,China,893025.0
19125,Aisle,True,842,KNIT SWEATER WITH RIPS KHAKI,842.0,jackets,WOMAN,Winter,Wool,China,708964.0
19126,Aisle,True,1260,RELAXED STRAP SANDALS BROWN,1260.0,jackets,WOMAN,Spring,Viscose,India,1587600.0
19127,Aisle,True,1217,EMBROIDERED FOREST JACKET NAVY,1217.0,sweaters,MAN,Spring,Linen Blend,China,1481089.0
19128,End-cap,True,1381,EMBROIDERED FLARED FIT CARGO JEANS #3,1381.0,jackets,WOMAN,Autumn,Wool Blend,Bangladesh,1907161.0
19129,Aisle,True,1011,KNIT METAL BEAD KNIT SWEATER,1011.0,jackets,WOMAN,Winter,Wool Blend,China,1022121.0
19130,Aisle,True,936,EMBROIDERED HOODED KNIT CARDIGAN IVORY,936.0,jackets,WOMAN,Autumn,Wool,India,876096.0
19131,End-cap,True,777,SATIN CHUNKY SNEAKERS BLACK,777.0,jackets,WOMAN,Autumn,Satin,Bangladesh,603729.0
19132,End-cap,True,585,BELTED CROPPED TEXTURED JACKET STONE,585.0,jackets,MAN,Autumn,Viscose,China,342225.0
19133,Front of Store,True,695,STRIPED KNIT SWEATER,695.0,jackets,WOMAN,Winter,Wool,China,483025.0
19134,End-cap,True,1383,CROPPED ASYMMETRIC CROPPED KNIT SWEATER BEIGE,1383.0,jackets,WOMAN,Autumn,Wool,Vietnam,1912689.0
19135,Aisle,True,1125,DENIM SHIRT KHAKI,1125.0,jackets,WOMAN,Winter,Denim,Turkey,1265625.0
19136,Front of Store,True,993,LINEN TOPSTITCH SNEAKERS STONE,993.0,jackets,MAN,Summer,Cotton,Vietnam,986049.0
19137,Front of Store,True,826,OVERSIZED CROPPED BOMBER JACKET LIMITED EDITION SKY BLUE,826.0,shoes,WOMAN,Autumn,Cotton,Turkey,682276.0
19138,Aisle,True,954,STRETCH COTTON - LINEN BLEND JACKET BURGUNDY,954.0,t-shirts,WOMAN,Summer,Linen,Cambodia,910116.0
19139,Aisle,True,1528,BASIC PUFFER JACKET SKY BLUE,1528.0,jackets,MAN,Summer,Linen Blend,Spain,2334784.0
19140,Front of Store,True,1481,PLEATED WIDE FIT JEANS ECRU #3,1481.0,shoes,WOMAN,Summer,Cotton,China,2193361.0
19141,End-cap,True,1067,RIPPED STRAIGHT FIT JEANS KHAKI #3,1067.0,sweaters,WOMAN,Winter,Wool,China,1138489.0
19142,Aisle,True,780,REGULAR MOC-TOE SUEDE BOOTS,780.0,jackets,MAN,Autumn,Polyester,Cambodia,608400.0
19143,Aisle,True,1348,RIBBED RIPPED STRAIGHT FIT JEANS BROWN,1348.0,jackets,WOMAN,Spring,Denim,China,1817104.0
19144,Aisle,True,1446,LINEN ABSTRACT PRINT T-SHIRT BLACK,1446.0,jackets,WOMAN,Summer,Cotton,Turkey,2090916.0
19145,Aisle,True,871,REGULAR FAUX LEATHER BOMBER JACKET TAUPE,871.0,jackets,WOMAN,Spring,Cotton,Pakistan,758641.0
19146,End-cap,True,919,TAILORED CHUNKY SOLE HIGH TOP SNEAKERS ECRU,919.0,jackets,WOMAN,Autumn,Cotton,China,844561.0
19147,Aisle,True,759,SLIM WOVEN LEATHER SLIDES TAUPE,759.0,sweaters,WOMAN,Spring,Polyester,Spain,576081.0
19148,Aisle,True,692,SATIN RIBBED KNIT T-SHIRT SKY BLUE,692.0,shoes,MAN,Summer,Linen,Turkey,478864.0
19149,End-cap,True,713,RELAXED LONGLINE QUILTED JACKET WHITE,713.0,jackets,MAN,Autumn,Polyester,Vietnam,508369.0
19150,Aisle,True,774,UTILITY GATHERED WAIST KNIT SWEATER BEIGE,774.0,jackets,MAN,Autumn,Wool,Bangladesh,599076.0
19151,Front of Store,True,1144,STRUCTURED TEXTURED POCKET OVERSHIRT CHARCOAL,1144.0,jeans,WOMAN,Autumn,Cotton,India,1308736.0
19152,Front of Store,True,774,EMBROIDERED WAXED EFFECT PLAID JACKET STONE,774.0,sweaters,WOMAN,Spring,Denim,Bangladesh,599076.0
19153,Aisle,True,960,QUILTED DENIM BOMBER JACKET,960.0,jackets,WOMAN,Autumn,Wool,Bangladesh,921600.0
19154,End-cap,True,1286,STRUCTURED FINE KNIT CROP SWEATER IVORY,1286.0,shoes,WOMAN,Autumn,Wool Blend,Cambodia,1653796.0
19155,End-cap,True,797,SLIM FAUX SUEDE OVERSHIRT,797.0,jackets,WOMAN,Autumn,Denim,Brazil,635209.0
19156,Front of Store,True,1541,OVERSIZED FOIL KNIT CROP SWEATER WHITE,1541.0,jackets,WOMAN,Winter,Wool,Bangladesh,2374681.0
19157,End-cap,True,1170,QUILTED BASIC 100% WOOL SWEATER BROWN,1170.0,jackets,MAN,Autumn,Acrylic,Bangladesh,1368900.0
19158,Aisle,True,988,PLEATED SLIM FIT SUIT JACKET NAVY,988.0,jackets,MAN,Summer,Linen Blend,China,976144.0
19159,Aisle,True,1361,REGULAR WOVEN LEATHER SLIDES ECRU,1361.0,t-shirts,MAN,Winter,Wool Blend,Morocco,1852321.0
19160,Aisle,True,1491,QUILTED SUIT JACKET IN 100% LINEN GREY,1491.0,sweaters,WOMAN,Summer,Linen,Morocco,2223081.0
19161,End-cap,True,1352,METAL BEAD KNIT SWEATER WHITE,1352.0,jackets,MAN,Autumn,Acrylic,Spain,1827904.0
19162,Aisle,True,821,HIGH-WAIST FAUX LEATHER OVERSIZED JACKET LIMITED EDITION ECRU,821.0,jackets,WOMAN,Spring,Polyester,Portugal,674041.0
19163,End-cap,True,1550,REGULAR PLEATED WIDE FIT JEANS STONE,1550.0,jackets,WOMAN,Winter,Denim,Portugal,2402500.0
19164,End-cap,True,741,SATIN ABSTRACT PRINT KNIT T-SHIRT TAUPE,741.0,jeans,MAN,Spring,Linen,Morocco,549081.0
19165,Aisle,True,1018,SUIT JACKET IVORY,1018.0,jackets,WOMAN,Spring,Cotton,Spain,1036324.0
19166,Aisle,True,1017,TAILORED PLAID OVERSHIRT STONE,1017.0,jackets,WOMAN,Winter,Denim,Bangladesh,1034289.0
19167,End-cap,True,716,QUILTED ABSTRACT JACQUARD SWEATER SAND,716.0,jackets,MAN,Autumn,Wool Blend,Morocco,512656.0
19168,Aisle,True,790,TEXTURED BASIC MEDIUM WEIGHT T-SHIRT,790.0,t-shirts,WOMAN,Spring,Linen,China,624100.0
19169,End-cap,True,1291,RELAXED PLAID OVERSHIRT WHITE,1291.0,shoes,WOMAN,Autumn,Wool,Morocco,1666681.0
19170,Front of Store,True,1314,UTILITY RIBBED KNIT T-SHIRT ECRU,1314.0,t-shirts,WOMAN,Summer,Linen,Portugal,1726596.0
19171,Aisle,True,1167,STRUCTURED LIGHTWEIGHT BOMBER JACKET BURGUNDY,1167.0,jackets,WOMAN,Autumn,Acrylic,Portugal,1361889.0
19172,End-cap,True,707,RIBBED UTILITY POCKET JACKET CHARCOAL,707.0,shoes,WOMAN,Autumn,Wool,Portugal,499849.0
19173,Front of Store,True,1031,REGULAR MIXED COLLAR WAXED JACKET WHITE,1031.0,jackets,MAN,Winter,Wool,China,1062961.0
19174,End-cap,True,1331,RELAXED SUEDE RUNNING SNEAKERS BLACK,1331.0,jackets,WOMAN,Autumn,Wool,Bangladesh,1771561.0
19175,Aisle,True,1239,DOUBLE-BREASTED LEATHER BIKER JACKET OLIVE,1239.0,t-shirts,MAN,Spring,Viscose,Bangladesh,1535121.0
19176,End-cap,True,904,LINEN REVERSIBLE PLAID OVERSHIRT NAVY,904.0,shoes,MAN,Summer,Linen,Bangladesh,817216.0
19177,Front of Store,True,1250,QUILTED BAGGY BELTED JEANS IVORY,1250.0,jackets,MAN,Spring,Linen,China,1562500.0
19178,End-cap,True,1448,RIBBED TUXEDO JACKET ECRU,1448.0,t-shirts,WOMAN,Winter,Wool,Brazil,2096704.0
19179,Aisle,True,1372,LINEN SUEDE JACKET,1372.0,sweaters,WOMAN,Summer,Cotton,Spain,1882384.0
19180,Front of Store,True,1476,QUILTED STRETCH POCKET OVERSHIRT,1476.0,shoes,WOMAN,Autumn,Polyester,Brazil,2178576.0
19181,Aisle,True,897,EMBROIDERED UTILITY POCKET JACKET,897.0,jackets,WOMAN,Spring,Viscose,Brazil,804609.0
19182,Front of Store,True,1426,SUEDE STRAP SANDALS BEIGE #3,1426.0,jeans,MAN,Summer,Cotton,Cambodia,2033476.0
19183,End-cap,True,1339,CROPPED GATHERED WAIST KNIT SWEATER CHARCOAL,1339.0,sweaters,MAN,Autumn,Wool,Pakistan,1792921.0
19184,Front of Store,True,1449,KNIT SWEATER WITH PIPING CHARCOAL #3,1449.0,jackets,MAN,Winter,Wool,China,2099601.0
19185,Aisle,True,901,STRETCH KNIT OPEN BACK PEARLY SWEATER ECRU,901.0,jackets,WOMAN,Winter,Wool,Turkey,811801.0
19186,Front of Store,True,936,BELTED COLORBLOCK KNIT CROP SWEATER OLIVE,936.0,jackets,WOMAN,Winter,Acrylic,Turkey,876096.0
19187,Front of Store,True,573,LIGHTWEIGHT BOMBER JACKET STONE #5,573.0,shoes,MAN,Autumn,Polyester,Bangladesh,328329.0
19188,Front of Store,True,1399,LINEN TEXTURED JACKET,1399.0,sweaters,WOMAN,Summer,Linen,Cambodia,1957201.0
19189,Front of Store,True,1273,ABSTRACT PRINT KNIT T-SHIRT KHAKI,1273.0,jackets,MAN,Spring,Cotton,Bangladesh,1620529.0
19190,Front of Store,True,743,SATIN PLAID TIE DYE OVERSHIRT ECRU,743.0,jackets,WOMAN,Spring,Cotton,Cambodia,552049.0
19191,End-cap,True,1397,KNIT LIGHTWEIGHT BOMBER JACKET ECRU,1397.0,sweaters,MAN,Winter,Wool Blend,Bangladesh,1951609.0
19192,Aisle,True,1424,FOIL KNIT CROP SWEATER #3,1424.0,jackets,WOMAN,Autumn,Wool,Morocco,2027776.0
19193,End-cap,True,815,MIXED COLLAR JACKET STONE,815.0,jackets,WOMAN,Spring,Cotton,India,664225.0
19194,Front of Store,True,902,RELAXED BOUCLE TEXTURED VEST GREY,902.0,shoes,WOMAN,Spring,Polyester,India,813604.0
19195,Aisle,True,1464,SATIN POCKET OVERSHIRT KHAKI,1464.0,t-shirts,WOMAN,Spring,Linen,Bangladesh,2143296.0
19196,Front of Store,True,1686,BELTED KNIT OPEN BACK PEARLY SWEATER BLACK,1686.0,jackets,WOMAN,Winter,Wool,Bangladesh,2842596.0
19197,End-cap,True,1634,KNIT FAUX LEATHER BOMBER JACKET ECRU,1634.0,sweaters,WOMAN,Winter,Wool Blend,Bangladesh,2669956.0
19198,Aisle,True,1313,QUILTED BASIC 100% WOOL SWEATER IVORY,1313.0,jackets,WOMAN,Autumn,Acrylic,China,1723969.0
19199,Front of Store,True,958,HIGH-WAIST COLORBLOCK KNIT CROP SWEATER CHARCOAL,958.0,shoes,WOMAN,Winter,Wool Blend,Turkey,917764.0
19200,Aisle,True,965,TEXTURED RIPPED DENIM JACKET SKY BLUE,965.0,jackets,WOMAN,Autumn,Wool,China,931225.0
19201,End-cap,True,1341,RIB COLLAR JACKET TAUPE #3,1341.0,jeans,MAN,Spring,Viscose,Turkey,1798281.0
19202,End-cap,True,887,STRETCH SUEDE HIGH-TOPS BEIGE,887.0,jackets,MAN,Autumn,Denim,Bangladesh,786769.0
19203,Aisle,True,913,WAXED EFFECT PLAID JACKET SAND,913.0,jackets,WOMAN,Spring,Linen Blend,Cambodia,833569.0
19204,End-cap,True,841,STRUCTURED PADDED BOMBER JACKET NAVY,841.0,jackets,MAN,Autumn,Polyester,Bangladesh,707281.0
19205,End-cap,True,793,SLIM RIB COLLAR JACKET WHITE,793.0,jackets,WOMAN,Spring,Wool Blend,Bangladesh,628849.0
19206,Front of Store,True,1021,RIBBED FINE KNIT CROP SWEATER OLIVE,1021.0,shoes,WOMAN,Winter,Wool Blend,Brazil,1042441.0
19207,End-cap,True,963,HIGH-WAIST ZIPPER MULTIPIECE SNEAKERS,963.0,t-shirts,MAN,Winter,Wool Blend,Spain,927369.0
19208,End-cap,True,1362,RELAXED SLIM FIT SUIT JACKET BEIGE,1362.0,shoes,WOMAN,Autumn,Viscose,Morocco,1855044.0
19209,Aisle,True,1599,PLEATED PAINT PRINT OVERSHIRT SAND,1599.0,jackets,MAN,Winter,Wool Blend,Bangladesh,2556801.0
19210,Aisle,True,823,OVERSIZED SUEDE STRAP SANDALS STONE,823.0,t-shirts,MAN,Summer,Wool Blend,Turkey,677329.0
19211,Aisle,True,780,OVERSIZED JEWEL KNIT SWEATER BLACK,780.0,t-shirts,WOMAN,Autumn,Wool,China,608400.0
19212,End-cap,True,798,OVERSIZED FOIL KNIT CROP SWEATER SAND,798.0,sweaters,MAN,Autumn,Polyester,Bangladesh,636804.0
19213,Front of Store,True,996,RIBBED HOODED KNIT CARDIGAN KHAKI,996.0,shoes,WOMAN,Summer,Cotton,Morocco,992016.0
19214,Aisle,True,1171,DOUBLE-BREASTED HERRINGBONE TEXTURED JACKET OLIVE,1171.0,sweaters,MAN,Spring,Cotton,China,1371241.0
19215,Aisle,True,921,TEXTURED SUEDE LACELESS SNEAKERS TAUPE,921.0,shoes,WOMAN,Autumn,Wool Blend,Vietnam,848241.0
19216,End-cap,True,1270,KNIT SUEDE FISHERMAN SANDALS,1270.0,shoes,MAN,Spring,Cotton,Brazil,1612900.0
19217,End-cap,True,1640,STRETCH COTTON - LINEN BLEND JACKET SKY BLUE,1640.0,sweaters,WOMAN,Summer,Cotton,Cambodia,2689600.0
19218,End-cap,True,1672,HIGH-WAIST MOCK NECK WOOL AND SILK BLEND KNIT TOP GREY,1672.0,shoes,WOMAN,Winter,Wool Blend,Vietnam,2795584.0
19219,Aisle,True,1500,CONTRAST SOLE LEATHER SNEAKERS,1500.0,t-shirts,WOMAN,Winter,Cotton,China,2250000.0
19220,Aisle,True,763,QUILTED CROPPED BOMBER JACKET LIMITED EDITION STONE,763.0,jackets,WOMAN,Spring,Cotton,Portugal,582169.0
19221,End-cap,True,666,KNIT SWEATER WITH PIPING IVORY,666.0,sweaters,MAN,Autumn,Wool,Bangladesh,443556.0
19222,Front of Store,True,1635,LINEN HIKING BOOTS BURGUNDY,1635.0,jackets,WOMAN,Summer,Linen Blend,Bangladesh,2673225.0
19223,Front of Store,True,1377,LINEN RIPPED STRAIGHT FIT JEANS SKY BLUE,1377.0,jackets,WOMAN,Spring,Cotton,Bangladesh,1896129.0
19224,Aisle,True,823,LEATHER BIKER JACKET WHITE #3,823.0,jackets,WOMAN,Spring,Cotton,Vietnam,677329.0
19225,Front of Store,True,1492,TECHNICAL OVERSHIRT KHAKI #3,1492.0,sweaters,MAN,Summer,Linen,Brazil,2226064.0
19226,Aisle,True,925,EMBROIDERED STRUCTURED TEXT T-SHIRT OLIVE,925.0,jackets,WOMAN,Summer,Linen,Bangladesh,855625.0
19227,End-cap,True,978,LINEN CONTRASTING PATCHES HOODED JACKET,978.0,jackets,WOMAN,Spring,Cotton,India,956484.0
19228,Aisle,True,723,QUILTED OVERSIZED KNIT SWEATER,723.0,t-shirts,MAN,Winter,Wool,Spain,522729.0
19229,Front of Store,True,1607,REGULAR CROPPED OVERSHIRT BURGUNDY,1607.0,jackets,WOMAN,Winter,Wool,Bangladesh,2582449.0
19230,End-cap,True,1274,OVERSIZED BOMBER JACKET BROWN,1274.0,jackets,MAN,Spring,Cotton,China,1623076.0
19231,End-cap,True,647,LINEN OVERSIZED KNIT SWEATER CHARCOAL,647.0,jackets,MAN,Spring,Linen,Turkey,418609.0
19232,Aisle,True,1258,FLEECE OVERSHIRT OLIVE,1258.0,sweaters,WOMAN,Autumn,Wool Blend,Morocco,1582564.0
19233,Aisle,True,924,RELAXED STRETCH POCKET OVERSHIRT KHAKI,924.0,jackets,MAN,Winter,Wool,China,853776.0
19234,Aisle,True,1056,VISCOSE BLEND KNIT T-SHIRT BROWN,1056.0,sweaters,WOMAN,Summer,Linen,Brazil,1115136.0
19235,Aisle,True,967,EMBROIDERED BOXY FIT DENIM JACKET NAVY,967.0,jackets,MAN,Summer,Linen,Spain,935089.0
19236,Aisle,True,1706,HIKING BOOTS WHITE,1706.0,shoes,WOMAN,Winter,Polyester,China,2910436.0
19237,Front of Store,True,717,TEXTURED PUFFER JACKET WITH POUCH POCKET BLACK,717.0,sweaters,MAN,Autumn,Wool Blend,Portugal,514089.0
19238,Aisle,True,713,QUILTED LONGLINE QUILTED JACKET ECRU,713.0,jeans,MAN,Spring,Polyester,Morocco,508369.0
19239,Aisle,True,1060,LINEN JEWEL KNIT SWEATER ECRU,1060.0,sweaters,MAN,Summer,Linen Blend,Portugal,1123600.0
19240,End-cap,True,704,TEXTURED FAUX LEATHER JACKET GREY,704.0,shoes,WOMAN,Autumn,Wool,China,495616.0
19241,Aisle,True,1129,RELAXED BRAIDED COLOR BLOCK SWEATER SAND,1129.0,sweaters,WOMAN,Winter,Wool,Pakistan,1274641.0
19242,Aisle,True,892,LINEN STRETCH SUIT JACKET OLIVE,892.0,shoes,WOMAN,Spring,Linen,China,795664.0
19243,Front of Store,True,872,TAILORED FAUX LEATHER BOMBER JACKET SAND,872.0,jackets,WOMAN,Autumn,Viscose,China,760384.0
19244,End-cap,True,1352,SATIN BRAIDED COLOR BLOCK SWEATER SKY BLUE,1352.0,jackets,WOMAN,Autumn,Wool,Bangladesh,1827904.0
19245,Front of Store,True,853,CROPPED METAL BEAD KNIT SWEATER BURGUNDY,853.0,t-shirts,MAN,Winter,Wool Blend,Vietnam,727609.0
19246,End-cap,True,953,BELTED HIKING BOOTS,953.0,jackets,WOMAN,Autumn,Cotton,Portugal,908209.0
19247,Aisle,True,1340,STRETCH RIPPED DENIM JACKET BEIGE,1340.0,jackets,MAN,Autumn,Denim,Cambodia,1795600.0
19248,End-cap,True,944,JEWEL KNIT SWEATER,944.0,shoes,WOMAN,Autumn,Wool Blend,Bangladesh,891136.0
19249,Aisle,True,1114,RAISED TEXT T-SHIRT LIMITED EDITION KHAKI,1114.0,jackets,WOMAN,Summer,Linen Blend,Bangladesh,1240996.0
19250,End-cap,True,834,RELAXED SUEDE HIGH-TOPS GREY,834.0,t-shirts,WOMAN,Autumn,Cotton,Morocco,695556.0
19251,Front of Store,True,868,RIBBED SUEDE STRAP SANDALS WHITE,868.0,jackets,WOMAN,Summer,Wool Blend,Portugal,753424.0
19252,Aisle,True,684,TEXTURED BOUCLE TEXTURED VEST BROWN,684.0,jackets,MAN,Autumn,Wool Blend,Spain,467856.0
19253,Aisle,True,1666,RIBBED OVERSIZED KNIT SWEATER BEIGE,1666.0,jackets,WOMAN,Summer,Wool,Turkey,2775556.0
19254,Aisle,True,821,RIBBED BASIC HEAVYWEIGHT T-SHIRT SKY BLUE,821.0,sweaters,WOMAN,Summer,Cotton,Bangladesh,674041.0
19255,Front of Store,True,1408,PLEATED FAUX SUEDE OVERSHIRT,1408.0,jackets,WOMAN,Spring,Linen Blend,Turkey,1982464.0
19256,Front of Store,True,923,STRUCTURED JACQUARD DENIM JACKET BLACK,923.0,t-shirts,MAN,Summer,Cotton,India,851929.0
19257,End-cap,True,790,STRUCTURED HOODED TECHNICAL JACKET BEIGE,790.0,jackets,MAN,Spring,Polyester,Bangladesh,624100.0
19258,End-cap,True,857,TEXTURED WOOL BLEND JACKET ECRU,857.0,jackets,WOMAN,Autumn,Polyester,Bangladesh,734449.0
19259,Aisle,True,1290,QUILTED FLARED FIT CARGO JEANS STONE,1290.0,t-shirts,MAN,Autumn,Denim,Brazil,1664100.0
19260,Front of Store,True,716,UTILITY POCKET JACKET SAND #3,716.0,jackets,MAN,Autumn,Polyester,Portugal,512656.0
19261,Front of Store,True,877,STRETCH FAUX LEATHER BOXY FIT JACKET,877.0,jackets,WOMAN,Spring,Denim,Bangladesh,769129.0
